probability,id,label
0.9767948,2916,1
0.3414621,740,0
0.0008875258,6603,0
0.4305961,1274,0
0.0067455904,287,0
0.3385936,10553,0
0.9891142,1727,1
0.022384226,12500,0
0.357555,1218,0
0.5459034,8416,1
0.9806886,3608,1
0.9599838,7200,1
0.07465795,4696,0
0.9193264,2855,1
0.44069815,8945,0
0.98244286,8242,1
0.9903718,9808,1
0.08221855,10691,0
0.994107,4155,1
0.9992071,6546,1
0.9211987,4230,1
0.052662015,11396,0
0.9698154,7052,1
0.7613478,9854,1
0.98099136,7053,1
0.375826,10033,0
0.014468282,5556,0
0.999514,5399,1
0.006051287,990,0
0.95194435,8609,1
0.0027627216,12050,0
0.9960219,5327,1
0.016665703,6752,0
0.5316464,2283,1
0.9141295,1486,1
0.9990656,8324,1
0.029068619,7011,0
0.998231,11400,1
0.96842206,2081,1
0.18170267,567,0
0.11298889,25,0
0.012852341,1615,0
0.004138261,2369,0
0.0033549564,1394,0
0.99962795,7853,1
0.03103427,5887,0
0.013000296,7150,0
0.99739933,9690,1
0.904946,4842,1
0.9987099,1437,1
0.0024304688,11183,0
0.9368967,9331,1
0.0097694695,5991,0
0.71393967,6842,1
0.7734406,4992,1
0.963081,10743,1
0.9924095,271,1
0.9882571,3182,1
0.040609207,2247,0
4.601553e-06,11172,0
0.9933154,1581,1
0.99956506,3568,1
0.00023482754,1244,0
0.9991696,6665,1
0.8810805,1930,1
0.984475,2220,1
0.67180645,9132,1
0.01546371,4476,0
0.95684636,6312,1
0.046430975,8852,0
0.015094191,2943,0
0.033838242,10204,0
0.9813533,8362,1
0.007824105,6655,0
0.00013863758,10605,0
0.9905861,10011,1
0.9961953,11030,1
0.86626536,5215,1
0.99012226,11054,1
0.5150346,7021,1
0.17558086,1120,0
0.997921,212,1
0.9754204,8959,1
0.071071535,1464,0
0.99884224,8342,1
0.9180244,216,1
0.91593945,7529,1
0.15590942,11105,0
0.99540764,6176,1
0.096514605,7244,0
0.0705062,7498,0
0.042209808,3672,0
0.9740059,293,1
0.8872139,6349,1
0.0005098641,10621,0
0.9993937,11897,1
0.955813,797,1
0.9950393,4473,1
0.63926965,4859,1
0.99957204,9630,1
0.99985635,4044,1
0.0055709183,10373,0
0.042666465,11743,0
0.0004105273,6801,0
0.98226327,5901,1
0.8092169,601,1
0.2939293,4066,0
0.013946218,9974,0
0.042465385,12123,0
0.983185,3002,1
0.98712015,11352,1
0.9978456,5577,1
0.13083506,8814,0
0.19952384,10454,0
0.032896817,8151,0
0.9990654,4400,1
0.9201232,2635,1
0.9887222,11985,1
0.9872578,5857,1
0.98866373,11706,1
0.0050754626,9057,0
0.011661257,3958,0
0.9833855,3083,1
0.95153826,953,1
0.98847395,12269,1
0.20543349,1262,0
0.004680097,1029,0
0.9375459,12010,1
0.019719988,340,0
0.9988727,3833,1
0.0003142953,512,0
0.9957553,9061,1
0.0019608736,5223,0
0.8722801,10447,1
0.93004906,1819,1
0.9997873,2868,1
0.04181085,115,0
0.8567115,1947,1
0.99492234,777,1
0.0040431726,6043,0
0.7437644,11325,1
0.041583866,3324,0
0.007282883,9,0
0.09827602,5354,0
0.00029838085,2439,0
0.04938677,11704,0
0.27923375,11658,0
0.021500826,7767,0
0.5068302,5871,1
0.042026635,7878,0
0.06841647,11421,0
0.9983885,7114,1
0.07357012,6039,0
0.812295,10994,1
0.0119095,2681,0
0.35207707,2698,0
0.019639283,1228,0
0.99797714,1866,1
0.9961979,2400,1
0.2593301,7318,0
0.013078153,6538,0
0.9993259,12191,1
0.97924197,3757,1
0.9612901,11027,1
0.9966113,10984,1
0.018414179,1126,0
0.3595365,1202,0
0.09366074,3390,0
0.9666294,397,1
0.03729318,10672,0
0.99567574,9765,1
0.98214036,352,1
0.022588134,2603,0
0.98923117,2060,1
0.9976609,8271,1
0.03542298,6310,0
0.31529063,2458,0
0.0014485717,3865,0
0.9986278,12486,1
0.9407564,5016,1
0.994728,6253,1
0.9749647,6086,1
0.12946612,6146,0
0.17829753,5030,0
0.96015036,11035,1
0.082579345,8368,0
0.023078114,9879,0
0.28625634,6518,0
0.9223261,12433,1
0.24652341,5179,0
0.28610718,11569,0
0.0027889311,9834,0
0.99996066,10400,1
0.10040598,5115,0
0.98370796,8024,1
0.5482564,3531,1
0.38199985,3902,0
0.9999361,10534,1
0.0035735455,10953,0
0.8958005,10395,1
0.99632376,8043,1
0.663998,1311,1
0.01145795,5167,0
0.010778904,5792,0
0.9938048,337,1
0.5094388,3578,1
0.9295674,11892,1
0.00022622943,6896,0
0.0002839789,519,0
0.9729196,10703,1
0.19926046,7770,0
0.39594698,544,0
0.041762877,764,0
0.03288201,3348,0
0.9998661,175,1
0.64300805,9949,1
0.99584544,7136,1
0.9905912,11478,1
0.12249133,11914,0
0.68756187,9673,1
0.0073060095,1607,0
0.8808278,1832,1
0.0041378736,9094,0
0.6814894,3202,1
0.002659846,12261,0
0.6173357,2015,1
0.0016195009,11529,0
0.9927751,10298,1
0.10993776,3819,0
0.807747,11461,1
0.99393374,1052,1
0.9966643,6226,1
0.00011727214,8330,0
0.009151548,8417,0
0.07652211,7972,0
0.93940514,8395,1
0.99611557,4099,1
0.00013157725,9892,0
0.47723588,5722,0
0.98301184,3891,1
0.95325446,7580,1
0.26792613,4634,0
0.97820514,6615,1
0.69276774,4252,1
0.9888104,8488,1
0.004752159,7428,0
0.8016112,6620,1
0.0064845085,11150,0
0.7070016,7876,1
0.008861691,3602,0
0.002763331,502,0
0.9553294,9414,1
0.008039892,9074,0
0.5565324,3437,1
0.9971059,11927,1
0.9945115,1054,1
0.8350488,9208,1
0.016176501,6696,0
0.8556583,1018,1
0.843914,7120,1
0.7362505,8963,1
0.024585843,12482,0
0.053037852,8614,0
0.2583655,75,0
0.2336137,7418,0
0.99878144,11539,1
0.9568322,9161,1
0.056663662,4101,0
0.001027242,10472,0
0.89568233,9608,1
0.007729985,7433,0
0.038390435,2132,0
0.9997017,5242,1
0.9678178,1058,1
0.0019576661,7094,0
0.31773728,588,0
0.9941647,5602,1
0.99991775,297,1
0.0858936,6278,0
0.3010724,7781,0
0.08950153,5840,0
0.7124647,10140,1
0.70322573,3773,1
0.41695747,477,0
0.0034797136,8170,0
0.8932235,3630,1
0.70049554,3537,1
0.016994953,6358,0
0.00039883232,2873,0
0.8604379,3017,1
0.7451459,12323,1
0.036564857,10117,0
0.9963533,8589,1
0.9999726,2892,1
0.00012764335,7478,0
0.0014338493,1264,0
0.000289917,6470,0
0.9822552,5100,1
0.9943522,4606,1
0.49458602,10810,0
0.024537066,4762,0
0.97674096,3309,1
0.97580296,231,1
0.98050284,11677,1
0.22436413,8272,0
0.0038267672,9907,0
0.011177093,6099,0
0.0005181134,2857,0
0.023673832,2576,0
0.0023006797,579,0
0.9995953,2952,1
0.99993646,3610,1
0.93870944,1435,1
0.00076617347,11583,0
0.96017134,12278,1
0.99956864,3780,1
0.0014326613,4990,0
0.476981,5168,0
0.99979013,3784,1
0.01998907,9250,0
0.015534878,6618,0
0.89164233,6468,1
0.010838985,11480,0
0.017556101,7850,0
0.21223682,1287,0
0.9990946,790,1
0.22211379,4719,0
0.9604404,4850,1
0.94814634,4031,1
0.96389294,11193,1
0.9977933,8448,1
0.02034423,10582,0
0.8851471,4375,1
0.10721319,8763,0
0.0012346915,3299,0
0.74196976,8217,1
0.9976115,6041,1
0.9999066,6949,1
0.9784949,10245,1
0.99185157,2490,1
0.008363336,7337,0
0.96994007,1881,1
0.9924926,10056,1
0.005464046,8420,0
0.020657895,7339,0
0.95363647,10625,1
0.06498401,8277,0
0.9343145,12361,1
0.5353946,7195,1
0.34070832,10183,0
0.9863964,8672,1
0.99992263,4040,1
0.008335143,9732,0
0.9577107,8796,1
0.0011543036,1805,0
0.54617953,11973,1
0.9265854,4322,1
0.9529191,4821,1
0.99990165,6999,1
0.9954998,8915,1
0.10645351,5151,0
0.88776916,9116,1
0.4573999,2256,0
0.6945783,7308,1
0.0008677172,11848,0
0.9994383,4164,1
0.07433167,11724,0
0.0032277107,10008,0
0.3257,8874,0
0.0034428537,468,0
0.9669539,9501,1
0.9705453,3124,1
0.97855735,10196,1
0.0025511382,7408,0
0.98866045,10594,1
0.77574795,5418,1
0.077422336,1473,0
0.998909,9244,1
0.032030955,7971,0
0.8060457,10359,1
0.56577337,9270,1
0.002975732,2235,0
0.9982856,6404,1
0.98652554,591,1
0.0013953745,6316,0
0.9650701,7849,1
0.76004434,3210,1
0.81715345,9357,1
0.99820685,11069,1
0.0048542838,2610,0
0.18278542,171,0
0.992214,6187,1
0.98748255,7026,1
0.49517563,6549,0
0.9994342,2376,1
0.046228528,5197,0
0.0034371316,10894,0
0.9168565,6208,1
0.0015563965,243,0
0.35089636,1716,0
0.20006043,11425,0
0.94846773,1462,1
0.07147449,9225,0
0.99347925,10096,1
0.99999607,3051,1
0.05152152,7508,0
0.15747859,5533,0
0.99999833,418,1
0.009684708,11064,0
0.9372085,9272,1
0.9501058,12206,1
0.011392891,9950,0
0.017299712,10512,0
0.7892631,446,1
0.0003401041,9197,0
0.98216325,5276,1
0.003366053,3386,0
0.00035738945,12215,0
0.057239257,10607,0
0.9852331,8337,1
0.03592947,11616,0
0.32593724,7851,0
0.9842971,7705,1
0.12730391,10671,0
0.05205366,9125,0
0.99996376,11697,1
0.99975383,4072,1
0.9791117,4319,1
0.8421437,64,1
0.00065016747,1713,0
0.8878678,4675,1
0.0013328493,3397,0
0.24458751,108,0
0.16142605,7389,0
0.99954563,4840,1
0.043629337,11475,0
0.99469084,7341,1
0.9865118,7516,1
0.9974497,11159,1
0.00023128252,4048,0
0.3992891,604,0
0.9454141,1139,1
0.98991984,6699,1
0.9834017,3151,1
0.010978192,12406,0
0.067340285,11368,0
0.274754,6165,0
5.275011e-06,1355,0
0.001450997,9223,0
0.992235,1382,1
0.8522972,3836,1
0.014290979,4540,0
0.07529826,10971,0
0.0023493918,7201,0
0.00026010384,3869,0
0.11973867,4532,0
0.6788349,2181,1
0.98890424,9330,1
0.55525994,3446,1
0.015775263,1011,0
0.013869047,4770,0
0.005316764,1491,0
0.018217891,7258,0
0.04010885,8106,0
0.2678852,3280,0
0.045923464,11270,0
0.9944712,7585,1
0.99831414,11921,1
0.98234713,2102,1
0.93508923,684,1
0.00038167834,10886,0
0.9954142,3145,1
0.006131828,1578,0
0.9399923,4707,1
0.99970883,7189,1
0.98855996,2389,1
0.96385014,2422,1
0.94445634,7843,1
0.98465794,8291,1
0.99584347,7470,1
0.026557224,852,0
0.049952053,2278,0
0.006681509,10893,0
0.06887702,3058,0
0.652466,10180,1
0.598008,11494,1
0.00024303794,2968,0
0.005452007,1827,0
0.9187926,6126,1
0.0004248619,9972,0
0.018567085,8549,0
0.00056529045,3135,0
0.9987185,4623,1
0.972968,8863,1
0.019952659,8575,0
0.0034252894,2475,0
0.2039661,11834,0
0.90235037,9316,1
0.99623615,2385,1
0.06736233,7833,0
0.99897385,8049,1
0.9757641,5968,1
0.99601364,5503,1
0.007356733,11061,0
0.083049476,6995,0
0.0008330643,1666,0
0.013666004,8504,0
0.25607187,6495,0
0.056762733,6048,0
0.3318713,6195,0
0.0018792329,3745,0
0.988668,1351,1
0.06359094,10972,0
0.6061882,4089,1
0.10291185,7295,0
0.9323892,1334,1
0.9291544,4063,1
0.33938563,9109,0
0.9948051,12492,1
0.9450195,11422,1
0.9793391,8102,1
0.033934593,2108,0
0.01081574,4345,0
0.99146605,10851,1
0.99947065,11910,1
0.0011166007,11622,0
0.99428177,2157,1
0.0008581864,7335,0
0.982431,11231,1
0.49718237,2706,0
0.00087052584,3501,0
0.0010986328,10388,0
0.95964533,9302,1
0.047432393,3660,0
0.88607687,2254,1
0.94396454,12114,1
0.401383,12351,0
0.9988069,110,1
0.006610603,1603,0
0.98287547,5995,1
0.99686205,2768,1
0.028493077,546,0
0.9938829,4175,1
0.9981414,558,1
0.12667507,3584,0
0.031383276,5724,0
0.9764878,10869,1
0.7690666,5999,1
0.68528754,10790,1
0.9989656,7316,1
0.9874971,10526,1
0.7770566,2847,1
0.9771361,2177,1
0.0005996628,10997,0
0.9581916,4499,1
0.9997942,5928,1
0.48055223,9314,0
0.00047878557,6172,0
0.9999671,9377,1
0.81759465,6601,1
0.0084575415,11652,0
0.91272426,7410,1
0.9531257,11210,1
0.9940052,2285,1
0.8304471,743,1
0.0012452304,149,0
0.9931806,2462,1
0.8821976,3923,1
0.0025664517,4018,0
0.0077493927,3516,0
0.00021005687,10005,0
0.0018555985,10201,0
0.14056814,347,0
0.8878935,3708,1
0.99535286,11406,1
0.98424506,11792,1
0.07461724,8226,0
0.031410873,8682,0
0.00045490265,11566,0
0.98368853,5442,1
0.99971616,2001,1
0.9999633,750,1
0.034189433,609,0
0.01610067,101,0
0.006145759,11592,0
0.9821269,3749,1
0.9998474,2295,1
0.9954874,4092,1
0.03793753,12190,0
0.25594026,5940,0
0.0018360615,8909,0
0.47010967,12292,0
0.00070658326,8295,0
0.0014210343,2578,0
0.8768048,12273,1
0.0004364848,414,0
0.003253013,6096,0
0.9799346,2510,1
0.41819012,2119,0
0.99746895,8847,1
0.00026218608,3903,0
0.9801241,1400,1
0.013618043,3232,0
0.031155925,11916,0
0.5103605,692,1
0.97013843,5925,1
0.0461258,7661,0
0.00059327483,8494,0
0.99964225,5898,1
0.44846267,9173,0
0.42182955,5979,0
0.14407581,11085,0
0.5862136,9227,1
0.73352426,5711,1
0.999585,4938,1
0.018077642,9434,0
0.024904633,1861,0
0.8313723,4680,1
0.97525126,5425,1
0.9960264,6203,1
0.99988085,11089,1
0.81689227,2124,1
0.92851734,10323,1
0.07810056,6166,0
0.9999998,10445,1
0.9998272,1553,1
0.9999757,5951,1
0.08784008,9130,0
0.080258116,5094,0
0.99458766,4404,1
0.76887095,6375,1
0.49062362,3938,0
0.11821212,8472,0
0.6997313,6486,1
0.006173765,6132,0
0.9946828,3293,1
0.999654,4219,1
0.88141614,892,1
0.99745166,10990,1
0.020076275,9856,0
0.03041318,6,0
0.12389624,6014,0
0.99998903,4788,1
0.0028615813,2205,0
